Make,Model,Year,Purchase Price,Repair Cost,Sales Price,Profit,Stock Days,Date Sold,Sales Person
Kia,Rio,2018,11698.46,792.26,12517.15,26.43,41,31/07/2021,Pat Byrne
Skoda,Citigo,2018,9094.89,831.66,9894.8,-31.75,13,05/07/2021,Tony Long
Kia,Ceed,2020,22240.8,1002.25,23862.53,619.48,25,01/07/2021,Tony Long
Audi,A1,2021,28197.37,1326.85,30836.74,1312.52,30,28/07/2021,Tony Long
Skoda,Scala,2018,12118.3,412.55,13732.08,1201.23,48,03/07/2021,Joe Fats
Kia,Rio,2019,15522.95,670.19,16312.93,119.79,2,30/07/2021,Mary Black
Audi,A3,2020,28133.11,1772.97,31446.2,1540.12,33,20/07/2021,Mary Black
BMW,3 Series,2018,35560.36,2058.44,38675.53,1056.73,60,29/07/2021,Jimmy The Fly
Honda,Jazz,2017,15803.59,230.81,17249.47,1215.07,45,18/07/2021,Tony Long
Kia,Rio,2018,12338.35,236.5,12449.86,-124.99,44,23/07/2021,Santa Barry
Kia,Spotage,2021,41195.01,1082.88,45465.04,3187.15,70,06/07/2021,Santa Barry
Skoda,Scala,2017,10378.22,629.56,10461.94,-545.84,67,23/07/2021,Tony Long
Kia,Rio,2021,19181.8,690.98,21184.43,1311.65,21,03/07/2021,Santa Barry
Honda,Jazz,2021,29872.74,1146.1,33283.29,2264.45,65,15/07/2021,Santa Barry
Kia,Soul,2018,27276.92,1054.18,30731.73,2400.63,22,11/07/2021,Jimmy The Fly
Audi,A3,2017,18581.77,444.03,19252.58,226.78,90,20/07/2021,Tony Long
Audi,A5,2020,55041.67,3405.29,61308.63,2861.67,5,14/07/2021,Joe Fats
Skoda,Citigo,2018,11101.87,938.3,11639.97,-400.2,56,20/07/2021,Mary Black
Audi,A3,2018,22896.43,1196.4,25438.55,1345.72,80,12/07/2021,Tony Long
Audi,A4,2021,55008.65,1111.15,60951.18,4831.38,78,25/07/2021,Jimmy The Fly
Kia,Spotage,2021,41395.04,2871.24,42473.93,-1792.35,70,05/07/2021,Tony Long
Honda,Civic,2019,20255.34,1016.69,22553.08,1281.05,72,21/07/2021,Tony Long
BMW,X5,2019,48050.49,3978.01,53116.56,1088.06,36,17/07/2021,Jimmy The Fly
Kia,Ceed,2019,17527.27,1225.04,17829.03,-923.28,80,26/07/2021,Joe Fats
Skoda,Citigo,2019,10617.72,580.91,11019.16,-179.47,29,01/07/2021,Santa Barry
Audi,A5,2020,52088.38,4135.19,61540.39,5316.82,30,31/07/2021,Joe Fats
Kia,Sorento,2018,38772.75,741.41,43096.83,3582.67,66,14/07/2021,Tony Long
Honda,Accord,2018,21868.61,920.17,24857.37,2068.59,35,15/07/2021,Jimmy The Fly
Skoda,Citigo,2020,13505.86,575.02,13588.67,-492.21,55,01/07/2021,Tony Long
Skoda,Octavia,2017,21172.95,1252.9,24413.97,1988.12,54,26/07/2021,Jimmy The Fly
Audi,A3,2017,19372.45,511.66,21448.47,1564.36,19,10/07/2021,Joe Fats
BMW,5 Series,2017,37673.47,2315.86,41252.79,1263.46,14,27/07/2021,Pat Byrne
BMW,5 Series,2018,37883.4,2802.63,40222.23,-463.8,80,28/07/2021,Jimmy The Fly
Audi,A3,2020,28788.45,2018.59,30749.57,-57.47,80,01/07/2021,Santa Barry
Honda,Civic,2019,20138.47,1342.06,23620.13,2139.6,40,14/07/2021,Joe Fats
Audi,A4,2021,51952.9,744.02,50198.21,-2498.71,9,26/07/2021,Tony Long
Audi,A5,2018,40486.66,2733.35,45905.21,2685.2,72,10/07/2021,Joe Fats
Honda,Accord,2020,28049.77,932.76,27541.02,-1441.51,80,06/07/2021,Pat Byrne
Honda,Jazz,2021,30200.77,2182.97,32630.87,247.13,60,11/07/2021,Joe Fats
Honda,Jazz,2019,23738.1,365.13,25095.15,991.92,69,23/07/2021,Joe Fats
BMW,1 Series,2019,25814.23,2102.77,28826.86,909.86,27,04/07/2021,Mary Black
Skoda,Citigo,2017,8249.03,141.87,8554.78,163.88,83,07/07/2021,Tony Long
Skoda,Scala,2021,19679.35,1197.83,20210.91,-666.27,41,22/07/2021,Pat Byrne
Skoda,Scala,2017,11278.94,236.88,11945.84,430.02,85,09/07/2021,Tony Long
Honda,Civic,2018,18130.57,955.79,20208.26,1121.9,11,13/07/2021,Joe Fats
Audi,A1,2021,29247.22,864.09,29973.44,-137.87,12,11/07/2021,Joe Fats
Audi,A1,2017,16020.87,472.33,16100.97,-392.23,15,31/07/2021,Mary Black
Skoda,Citigo,2017,8447.47,224.05,9333.54,662.02,14,31/07/2021,Joe Fats
Kia,Rio,2017,10235.58,103.9,10027.12,-312.36,40,04/07/2021,Tony Long
BMW,X5,2020,60507.27,1777.19,66972.9,4688.44,86,02/07/2021,Jimmy The Fly
BMW,5 Series,2017,38205.08,3722,42846.43,919.35,79,12/07/2021,Santa Barry
Kia,Spotage,2020,35674.92,972.93,35683.35,-964.5,87,04/07/2021,Joe Fats
BMW,3 Series,2018,32049.51,1844.37,33601.07,-292.81,1,23/07/2021,Joe Fats
BMW,7 Series,2018,46076.37,4458.25,52132.22,1597.6,58,14/07/2021,Santa Barry
Honda,Jazz,2019,22925.07,2126.48,27181.58,2130.03,33,03/07/2021,Jimmy The Fly
Audi,A1,2019,22376.17,1666.93,25066.05,1022.95,18,10/07/2021,Santa Barry
Kia,Ceed,2021,24122.28,335.14,26132.98,1675.56,81,24/07/2021,Tony Long
Kia,Ceed,2017,15466.01,493.41,15540.89,-418.53,12,07/07/2021,Joe Fats
Kia,Rio,2018,12771.34,657.81,14148.85,719.7,53,29/07/2021,Santa Barry
Audi,A1,2017,15922.62,1344.08,17759.17,492.47,65,20/07/2021,Santa Barry
Audi,A5,2021,56401.49,1581.13,62749.92,4767.3,59,21/07/2021,Pat Byrne
Honda,Civic,2020,23221.1,564.52,23969.15,183.53,8,14/07/2021,Tony Long
Skoda,Scala,2019,14785.33,990.07,17242.46,1467.06,53,28/07/2021,Mary Black
Kia,Rio,2020,16260.78,1585.44,17661.78,-184.44,39,27/07/2021,Santa Barry
Audi,A3,2017,18821.54,837.3,20299.86,641.02,67,13/07/2021,Pat Byrne
Skoda,Citigo,2020,12969.56,383.33,12819.43,-533.46,25,25/07/2021,Pat Byrne
Audi,A1,2021,27877.42,303.58,29767.91,1586.91,39,15/07/2021,Santa Barry
Audi,A5,2017,38375.39,3556.93,45616.98,3684.66,5,25/07/2021,Mary Black
Kia,Spotage,2020,33950.66,445.7,35146.58,750.22,64,23/07/2021,Joe Fats
Audi,A5,2020,56088.89,5273.15,66487.42,5125.38,89,31/07/2021,Jimmy The Fly
BMW,7 Series,2018,51702,4926.81,56618.1,-10.71,6,10/07/2021,Santa Barry
Audi,A4,2021,54106.57,4778.21,59448.06,563.28,78,09/07/2021,Jimmy The Fly
BMW,1 Series,2018,22539.86,851,23011.37,-379.49,31,12/07/2021,Jimmy The Fly
Audi,A1,2021,30330.48,662.47,32259.69,1266.74,80,17/07/2021,Santa Barry
Kia,Ceed,2021,26042.79,1439.01,28745.8,1264,23,02/07/2021,Jimmy The Fly
Audi,A3,2018,20356.72,797.64,21376.99,222.63,59,06/07/2021,Tony Long
Skoda,Octavia,2019,28204.85,2492.51,29947.15,-750.21,6,08/07/2021,Joe Fats
Skoda,Citigo,2019,11783.39,682.94,13501.15,1034.82,72,23/07/2021,Jimmy The Fly
BMW,5 Series,2018,40228.13,2697.14,45753.43,2828.16,49,30/03/2021,Tony Long
Skoda,Citigo,2021,15305.79,911.26,17235.89,1018.84,86,17/03/2021,Santa Barry
Honda,Civic,2021,23823.74,728.42,25319.02,766.86,70,12/03/2021,Santa Barry
Kia,Ceed,2020,21028.4,1596.84,23988.44,1363.2,46,28/03/2021,Santa Barry
Honda,Accord,2018,23970.23,1760.79,27725.44,1994.42,68,03/03/2021,Joe Fats
Skoda,Octavia,2019,27312.21,2030.46,30125.02,782.35,73,04/03/2021,Mary Black
Skoda,Octavia,2021,35673.49,471.99,36446.33,300.85,17,01/03/2021,Jimmy The Fly
Skoda,Octavia,2018,25259.83,1923.93,28437.4,1253.64,32,03/03/2021,Jimmy The Fly
Honda,Jazz,2019,22789.7,1826.46,25628.84,1012.68,86,01/03/2021,Joe Fats
Audi,A3,2017,17202.48,675.6,18881.48,1003.4,61,28/03/2021,Santa Barry
Kia,Spotage,2021,41373.27,2809.77,46959.94,2776.9,38,08/03/2021,Pat Byrne
Honda,Fit,2019,11582.32,483.38,11739.35,-326.35,7,10/03/2021,Tony Long
Kia,Ceed,2019,18665.18,347.49,19464.39,451.72,10,10/03/2021,Mary Black
BMW,X5,2017,38431.76,1412.75,42352.33,2507.82,13,21/03/2021,Jimmy The Fly
Audi,A1,2019,24668.85,2024.59,25739.61,-953.83,1,26/03/2021,Joe Fats
Skoda,Octavia,2018,23329.8,869.98,25932.55,1732.77,82,01/03/2021,Jimmy The Fly
Audi,A6,2019,53354.97,5079.25,58597.24,163.02,79,04/03/2021,Pat Byrne
Audi,A4,2017,29464.43,2129.34,30942.61,-651.16,12,23/03/2021,Santa Barry
Honda,Jazz,2019,21177.92,861.21,23764.36,1725.23,40,05/03/2021,Tony Long
Skoda,Citigo,2017,8956.95,641.28,9221.02,-377.21,59,12/03/2021,Pat Byrne
Audi,A6,2021,69626.78,4182.1,81189.62,7380.74,60,14/03/2021,Mary Black
Kia,Soul,2019,30270.29,437.62,32182.26,1474.35,75,20/03/2021,Tony Long
Audi,A4,2017,31932.73,2248.31,34693.18,512.14,52,31/03/2021,Joe Fats
BMW,1 Series,2021,36583.61,463.97,36171.4,-876.18,68,15/03/2021,Pat Byrne
Skoda,Octavia,2019,25781.95,403.18,27909.48,1724.35,38,22/03/2021,Mary Black
Kia,Sorento,2021,60344.4,5006.1,64866.2,-484.3,11,17/03/2021,Pat Byrne
Honda,Fit,2021,14718.46,488.95,16018.62,811.21,61,07/03/2021,Jimmy The Fly
Honda,Accord,2017,19220.58,395.08,19027.97,-587.69,15,09/03/2021,Santa Barry
Honda,Fit,2021,13963.77,504.56,13869.8,-598.53,86,02/03/2021,Jimmy The Fly
Audi,A5,2018,42109.1,2863.49,48813.47,3840.88,34,09/03/2021,Mary Black
Kia,Soul,2021,37732.24,739.88,39025.84,553.72,67,26/03/2021,Pat Byrne
Audi,A3,2018,21564.58,1123.81,21809.84,-878.55,59,25/03/2021,Santa Barry
Kia,Spotage,2018,24677.53,622.73,25306.31,6.05,74,15/03/2021,Tony Long
Honda,Civic,2017,12964.42,561.11,14007.42,481.89,3,20/03/2021,Pat Byrne
BMW,X5,2018,44856.74,1382.15,47843.8,1604.91,62,31/03/2021,Jimmy The Fly
Honda,Fit,2020,12502.74,1134.68,14200.06,562.64,68,04/03/2021,Jimmy The Fly
Honda,Fit,2021,13982.7,376.35,15138.17,779.12,47,03/03/2021,Mary Black
Skoda,Octavia,2018,23560.3,1149.9,24628.97,-81.23,50,13/03/2021,Santa Barry
Kia,Soul,2018,23528.89,1364.09,25915.86,1022.88,76,09/03/2021,Tony Long
Skoda,Scala,2017,12413.59,159.93,12719.59,146.07,70,12/03/2021,Pat Byrne
Audi,A3,2018,22907.67,276.31,23745.93,561.95,41,25/03/2021,Pat Byrne
Audi,A4,2019,45958.65,1520.17,49319.37,1840.55,59,11/03/2021,Santa Barry
Kia,Sorento,2020,51848.12,4550.2,58565.2,2166.88,16,22/03/2021,Santa Barry
Honda,Civic,2018,15859.51,869.16,16211.32,-517.35,29,20/03/2021,Santa Barry
BMW,1 Series,2017,20510.62,1960.33,24504.17,2033.22,59,27/03/2021,Jimmy The Fly
BMW,7 Series,2020,63277.25,1891.13,66005.39,837.01,21,07/03/2021,Pat Byrne
Kia,Rio,2019,16025.12,898.75,16143.02,-780.85,16,07/03/2021,Santa Barry
BMW,X5,2019,45513.07,3189.78,51472.7,2769.85,55,24/03/2021,Pat Byrne
Kia,Ceed,2020,21514.78,1023.15,22347.82,-190.11,90,17/03/2021,Mary Black
BMW,3 Series,2020,42425.51,3898.62,50561.28,4237.15,3,28/03/2021,Mary Black
Kia,Ceed,2017,15709.6,565.06,16526.75,252.09,56,07/03/2021,Santa Barry
Kia,Sorento,2021,54573.56,1635.74,57122.24,912.94,69,13/03/2021,Mary Black
Audi,A1,2017,15161.28,524.24,16085.74,400.22,29,09/03/2021,Pat Byrne
Kia,Soul,2020,33826.02,3278.91,38215.55,1110.62,70,19/03/2021,Santa Barry
Audi,A5,2018,39381.85,3539.72,41084.12,-1837.45,16,26/03/2021,Santa Barry
BMW,7 Series,2017,43624.96,582.49,46956.29,2748.84,57,09/03/2021,Santa Barry
Skoda,Citigo,2020,13660.56,876.28,15597.35,1060.51,11,02/03/2021,Pat Byrne
BMW,5 Series,2017,32468.02,1475.84,34642.52,698.66,45,03/03/2021,Tony Long
Honda,Civic,2017,14813.28,819.02,16927.48,1295.18,20,29/03/2021,Mary Black
Honda,Civic,2017,13999.95,1035.56,14637.76,-397.75,70,17/03/2021,Mary Black
Skoda,Octavia,2020,31083.01,1355.11,35124.93,2686.81,71,21/03/2021,Jimmy The Fly
BMW,1 Series,2019,29486.57,1117.75,32057.3,1452.98,25,27/03/2021,Pat Byrne
Kia,Soul,2021,35648.98,1466.36,35334.57,-1780.77,8,07/03/2021,Jimmy The Fly
Audi,A1,2017,19283.39,1342.85,21690.41,1064.17,60,14/03/2021,Joe Fats
Skoda,Octavia,2019,29066.54,2563.49,32113.5,483.47,25,18/03/2021,Tony Long
Honda,Civic,2020,23388.42,1668,26424.51,1368.09,45,04/03/2021,Santa Barry
BMW,3 Series,2017,25472.42,2187.76,27518.24,-141.94,75,01/03/2021,Tony Long
Honda,Accord,2020,26570.76,803.19,27038.92,-335.03,44,28/03/2021,Santa Barry
BMW,X5,2017,40047.31,517.29,43000.57,2435.97,7,14/03/2021,Mary Black
Honda,Jazz,2018,18823.53,1383.94,20517.16,309.69,67,06/03/2021,Mary Black
BMW,7 Series,2021,63156.98,748.07,64536.78,631.73,28,16/03/2021,Tony Long
Audi,A1,2020,25851.57,2543.73,29820.82,1425.52,3,23/03/2021,Joe Fats
Kia,Sorento,2020,48807.8,1440.38,52305.09,2056.91,55,17/03/2021,Jimmy The Fly
Audi,A3,2020,29640.25,1208.71,30098.68,-750.28,17,13/03/2021,Mary Black
BMW,5 Series,2021,59572.2,1210.24,66038.67,5256.23,69,21/03/2021,Joe Fats
Kia,Sorento,2017,30560.97,723.74,31283.55,-1.16,70,22/03/2021,Tony Long
BMW,1 Series,2020,29682.26,790.38,33215.78,2743.14,15,23/03/2021,Santa Barry
BMW,X5,2019,51985.68,3242.4,53417.7,-1810.38,24,21/03/2021,Pat Byrne
Kia,Spotage,2020,35279.33,1777.02,39160.02,2103.67,67,14/03/2021,Pat Byrne
Audi,A5,2021,57743.3,4674.6,65017.64,2599.74,18,20/03/2021,Pat Byrne
Audi,A1,2020,25634.31,960.97,27316.94,721.66,35,13/03/2021,Mary Black
Skoda,Citigo,2019,10856.92,836.13,12636.59,943.54,51,13/03/2021,Jimmy The Fly
Honda,Fit,2017,8341.5,338,8755.64,76.14,3,21/03/2021,Pat Byrne
Audi,A4,2020,49969.6,766.2,48485.64,-2250.16,53,03/03/2021,Mary Black
BMW,5 Series,2020,54747.99,3062.69,60814.72,3004.04,73,08/03/2021,Pat Byrne
Kia,Rio,2020,16739.09,233.98,17680.66,707.59,4,28/03/2021,Jimmy The Fly
Honda,Jazz,2017,16497.69,1567.78,19658.84,1593.37,46,05/03/2021,Mary Black
BMW,X5,2021,66079.51,4759.88,75190.3,4350.91,78,25/03/2021,Tony Long
Kia,Sorento,2021,60112.51,3165.44,68721.54,5443.59,12,23/03/2021,Pat Byrne
BMW,5 Series,2021,56780.55,1725.4,63807.72,5301.77,87,08/03/2021,Jimmy The Fly
Kia,Rio,2020,16667.66,1444.47,18774.21,662.08,8,16/03/2021,Pat Byrne
Honda,Civic,2017,13130.38,1036.49,14410.5,243.63,41,24/03/2021,Joe Fats
Honda,Jazz,2020,27861.84,1491.2,30060.96,707.92,84,05/03/2021,Santa Barry
Audi,A4,2020,44937.84,2170.28,48809.85,1701.73,36,19/03/2021,Santa Barry
Honda,Fit,2017,8749.42,110.75,9322.31,462.14,75,25/03/2021,Joe Fats
Kia,Soul,2020,34607.27,2552.66,40232.32,3072.39,55,16/03/2021,Joe Fats
BMW,X5,2018,43084.07,1672.43,48798.42,4041.92,6,22/03/2021,Mary Black
Honda,Fit,2021,14919.95,533.14,15413.1,-39.99,59,17/03/2021,Santa Barry
Kia,Spotage,2021,40926.31,1162.43,41133.3,-955.44,24,07/03/2021,Jimmy The Fly
Audi,A4,2019,40976.71,2680.02,43545.09,-111.64,75,10/03/2021,Jimmy The Fly
Kia,Soul,2019,29796.94,417.48,31578.24,1363.82,65,10/03/2021,Jimmy The Fly
Skoda,Citigo,2019,10768.73,833.4,12656.17,1054.04,62,19/03/2021,Jimmy The Fly
Skoda,Scala,2020,16276.34,817.71,18442.54,1348.49,23,07/03/2021,Pat Byrne
BMW,3 Series,2019,37859.96,623.15,37865.15,-617.96,59,28/03/2021,Mary Black
Kia,Soul,2017,21876.68,1466.41,24498.82,1155.73,65,26/03/2021,Pat Byrne
BMW,X5,2019,53800.56,5074.9,56912.81,-1962.65,53,09/03/2021,Mary Black
BMW,3 Series,2019,35307.03,2833.33,37834.87,-305.49,45,01/03/2021,Santa Barry
Skoda,Scala,2018,12779.89,730.58,14713.69,1203.22,22,06/03/2021,Mary Black
BMW,7 Series,2017,43730.68,1089.39,43147.42,-1672.65,66,27/03/2021,Mary Black
Skoda,Citigo,2017,8686.41,371.43,9543.83,485.99,63,20/03/2021,Joe Fats
Audi,A4,2019,40593.91,1319.57,41000.17,-913.31,34,03/03/2021,Jimmy The Fly
Skoda,Citigo,2020,12335.03,132,13107.49,640.46,13,31/03/2021,Mary Black
BMW,1 Series,2017,20228.17,1077.27,23379.17,2073.73,44,12/03/2021,Santa Barry
Honda,Fit,2017,9488.48,886.5,10757.28,382.3,51,27/03/2021,Mary Black
Kia,Sorento,2021,52924.44,3108.72,59823.26,3790.1,67,03/03/2021,Pat Byrne
BMW,3 Series,2017,27528.4,1922.39,30770.16,1319.37,80,23/03/2021,Pat Byrne
Audi,A6,2018,45483.58,2042.77,51158.8,3632.45,23,25/03/2021,Jimmy The Fly
BMW,X5,2017,39429.07,1172.87,41188.93,586.99,90,30/03/2021,Santa Barry
Honda,Civic,2018,15524.07,763.07,15778.95,-508.19,73,28/03/2021,Santa Barry
BMW,7 Series,2020,57038.08,2086.76,57982.95,-1141.89,46,23/03/2021,Joe Fats
Honda,Civic,2018,17448.72,1174.64,19953.93,1330.57,79,25/03/2021,Tony Long
BMW,7 Series,2020,57597.95,5705.34,60557.78,-2745.51,30,25/03/2021,Santa Barry
Skoda,Citigo,2019,12173.36,252.2,12719.44,293.88,48,31/03/2021,Joe Fats
Skoda,Octavia,2017,19703.81,330.86,20265.64,230.97,15,14/03/2021,Tony Long
Kia,Sorento,2018,41259.86,3457.11,44083.13,-633.84,31,25/03/2021,Joe Fats
BMW,3 Series,2017,25069.51,1199.18,27467.68,1198.99,59,18/03/2021,Pat Byrne
Audi,A6,2017,35588.74,3109.98,41262.17,2563.45,4,16/03/2021,Mary Black
Honda,Civic,2018,16532.42,1138.06,19029.75,1359.27,68,13/03/2021,Pat Byrne
Skoda,Citigo,2019,12227.68,413.8,12465.48,-176,7,17/03/2021,Jimmy The Fly
Audi,A3,2019,24878.97,1456.62,28828.77,2493.18,26,06/03/2021,Santa Barry
Audi,A6,2020,62531.83,1558.63,66131.7,2041.24,76,09/03/2021,Santa Barry
Skoda,Scala,2018,14646.78,935.2,16044.35,462.37,37,17/03/2021,Mary Black
BMW,1 Series,2018,24005.17,568.18,26366.27,1792.92,1,09/03/2021,Pat Byrne
Audi,A6,2017,38519.92,1146.51,41437.86,1771.43,19,27/03/2021,Santa Barry
Audi,A4,2017,29135.61,595.54,29171.69,-559.46,7,26/03/2021,Jimmy The Fly
Skoda,Scala,2017,10464.37,166.94,10702.84,71.53,10,07/03/2021,Joe Fats
Kia,Spotage,2018,26919.04,1917.93,30488.56,1651.59,85,21/03/2021,Mary Black
Honda,Fit,2021,13764.14,922.34,15854.14,1167.66,16,21/03/2021,Tony Long
Honda,Fit,2019,11450.49,203.4,12535.83,881.94,89,07/03/2021,Santa Barry
BMW,1 Series,2020,28257.95,1394.26,31557.23,1905.02,85,01/03/2021,Tony Long
Audi,A5,2020,51980.05,4617.67,57397.63,799.91,56,28/03/2021,Pat Byrne
Audi,A3,2018,19273.93,1342.82,20486.14,-130.61,53,24/03/2021,Santa Barry
Kia,Spotage,2020,37932.19,2301.6,41155.32,921.53,82,24/03/2021,Joe Fats
Skoda,Citigo,2020,12835.02,373.8,13798.17,589.35,52,14/03/2021,Tony Long
Audi,A1,2017,16401.17,722.08,17328.12,204.87,72,26/03/2021,Mary Black
Kia,Rio,2021,19331.19,1800.58,20324.45,-807.32,63,17/03/2021,Santa Barry
BMW,X5,2021,59424.18,2014.24,64261.32,2822.9,66,21/03/2021,Jimmy The Fly
Honda,Jazz,2017,18632.2,726.25,19949.99,591.54,78,07/03/2021,Tony Long
BMW,5 Series,2017,37584.37,1171.14,38557.06,-198.45,35,17/03/2021,Tony Long
Skoda,Scala,2019,16117.68,629.29,16713.09,-33.88,48,10/03/2021,Jimmy The Fly
Audi,A3,2020,28465.18,1371.84,28808.82,-1028.2,35,29/03/2021,Santa Barry
Honda,Fit,2020,13770.61,313.87,13525.35,-559.13,67,12/03/2021,Mary Black
Honda,Accord,2018,23158.45,401.87,23930.76,370.44,45,30/03/2021,Mary Black
Kia,Sorento,2018,39200.12,947.26,39992.19,-155.19,38,04/03/2021,Joe Fats
BMW,5 Series,2020,52841.45,2786.77,54209.49,-1418.73,62,14/03/2021,Joe Fats
Kia,Spotage,2021,40442.25,928.35,43880.57,2509.97,32,21/03/2021,Tony Long
Honda,Civic,2019,20524.21,2027.75,24425.36,1873.4,45,28/03/2021,Tony Long
Skoda,Scala,2019,16447.74,826.48,18249.09,974.87,49,19/03/2021,Tony Long
Honda,Fit,2021,14492.87,904.52,16550.4,1153.01,65,30/03/2021,Pat Byrne
BMW,3 Series,2020,44429.57,1344.99,49327.2,3552.64,38,30/03/2021,Tony Long
Kia,Soul,2018,24927.01,1714.78,27366.99,725.2,74,10/03/2021,Jimmy The Fly
BMW,X5,2017,33321.73,857.25,33915.73,-263.25,26,02/03/2021,Tony Long
Honda,Fit,2017,8766.6,727.63,9424.36,-69.87,19,09/03/2021,Santa Barry
BMW,3 Series,2020,45782.44,3037.06,47263.79,-1555.71,11,14/03/2021,Pat Byrne
Skoda,Scala,2018,14450.95,807.88,15725.52,466.69,53,27/03/2021,Mary Black
Honda,Fit,2021,14439.5,909.36,14970.49,-378.37,4,24/03/2021,Tony Long
BMW,1 Series,2018,23740.06,2264.51,25464.11,-540.46,8,04/03/2021,Santa Barry
Audi,A6,2020,63402.35,2931.23,69201.23,2867.65,52,28/03/2021,Tony Long
Honda,Fit,2020,12239.75,946.51,13082.1,-104.16,88,10/03/2021,Pat Byrne
Kia,Sorento,2020,53917.14,4575.52,56720.12,-1772.54,27,21/03/2021,Tony Long
Skoda,Octavia,2020,28587.18,2336.27,32877.99,1954.54,11,23/03/2021,Pat Byrne
Audi,A6,2020,63774.18,1335.73,70740.08,5630.17,10,19/03/2021,Tony Long
Audi,A6,2018,52386.48,1938.26,54665.45,340.71,55,09/03/2021,Mary Black
Kia,Soul,2020,32961.36,1374.98,37639.74,3303.4,57,23/03/2021,Joe Fats
Kia,Spotage,2021,38237.78,3331.48,41942.27,373.01,4,20/03/2021,Santa Barry
Audi,A5,2020,52196.11,2726.28,54987.06,64.67,3,15/03/2021,Jimmy The Fly
Skoda,Citigo,2019,10737.42,1003.19,11594.8,-145.81,72,22/03/2021,Joe Fats
BMW,1 Series,2021,32777.42,2310.19,37385.45,2297.84,67,15/03/2021,Joe Fats
Honda,Accord,2020,26535.09,929.16,26631.7,-832.55,9,24/03/2021,Jimmy The Fly
Kia,Sorento,2020,51082.94,4610.84,53982.91,-1710.87,28,17/03/2021,Jimmy The Fly
BMW,5 Series,2017,35603.35,2297.11,40606.65,2706.19,87,25/03/2021,Jimmy The Fly
Kia,Soul,2019,30572.9,391.48,32479.07,1514.69,63,13/03/2021,Jimmy The Fly
Audi,A4,2020,50423.23,4795.96,54479.6,-739.59,2,25/03/2021,Jimmy The Fly
Kia,Soul,2020,32132.92,919.27,31494.78,-1557.41,80,26/03/2021,Santa Barry
BMW,7 Series,2021,65815.72,4855.89,74492.31,3820.7,12,11/03/2021,Santa Barry
Kia,Soul,2018,24529.36,889.47,27160.67,1741.84,51,16/03/2021,Jimmy The Fly
Honda,Accord,2020,28582.03,2351.53,32217.59,1284.03,14,18/03/2021,Santa Barry
Kia,Soul,2021,34280.13,1437.56,38337.49,2619.8,64,28/03/2021,Santa Barry
Audi,A4,2021,50551.93,746.37,49663.89,-1634.41,31,22/03/2021,Jimmy The Fly
Honda,Accord,2018,23842.7,2089.04,28244.61,2312.87,23,17/03/2021,Tony Long
Kia,Spotage,2017,23221,1385.44,23412.18,-1194.26,35,29/03/2021,Mary Black
BMW,5 Series,2019,45309.05,2119.46,51342.14,3913.63,12,04/03/2021,Pat Byrne
BMW,5 Series,2021,61360.28,5013.53,68110.43,1736.62,15,18/03/2021,Joe Fats
BMW,1 Series,2017,18419.73,788.19,18485.54,-722.38,75,15/03/2021,Santa Barry
Honda,Jazz,2020,27199.7,2092.52,28982.16,-310.06,5,06/03/2021,Pat Byrne
Audi,A6,2017,44525.41,2233.67,47771.59,1012.51,52,30/03/2021,Pat Byrne
BMW,7 Series,2019,59430.27,1069.23,62001.38,1501.88,88,11/03/2021,Jimmy The Fly
BMW,X5,2019,46436.22,803.33,46193.53,-1046.02,87,12/03/2021,Joe Fats
Skoda,Citigo,2018,10395.2,927.18,11663.45,341.07,47,12/03/2021,Tony Long
BMW,1 Series,2018,24920.12,912.41,26993.02,1160.49,33,09/03/2021,Mary Black
Skoda,Scala,2021,20371.28,1240.72,22144.9,532.9,41,26/03/2021,Joe Fats
Audi,A6,2018,48300.63,2387.42,53583.94,2895.89,87,01/03/2021,Joe Fats
Audi,A1,2021,30938.69,1149.32,31005.86,-1082.15,59,27/03/2021,Mary Black
Audi,A5,2018,40915.77,3711.99,44570.05,-57.71,42,30/03/2021,Mary Black
BMW,X5,2018,41068.08,3150.54,46782.18,2563.56,44,30/03/2021,Mary Black
Kia,Rio,2019,15033.52,1162.19,15669.49,-526.22,51,06/03/2021,Tony Long
Honda,Fit,2021,13900.4,445.51,14961.94,616.03,2,01/03/2021,Santa Barry
Audi,A3,2021,32313.98,2267.14,37010.96,2429.84,86,18/03/2021,Pat Byrne
BMW,5 Series,2019,45741.02,1266.33,48969.1,1961.75,15,29/03/2021,Santa Barry
Kia,Spotage,2017,24838.48,1292.11,27351.8,1221.21,5,10/03/2021,Jimmy The Fly
Skoda,Scala,2018,12213.02,433.46,12092.54,-553.94,63,15/03/2021,Tony Long
Audi,A4,2021,53557.38,1496.24,59171.74,4118.12,65,07/03/2021,Joe Fats
BMW,7 Series,2020,58448.92,3436.43,62086.69,201.34,53,02/03/2021,Joe Fats
Skoda,Octavia,2020,29256.91,1343.04,30224.44,-375.51,42,13/03/2021,Santa Barry
Skoda,Citigo,2017,8317.04,753.58,9913.82,843.2,53,02/03/2021,Pat Byrne
Kia,Spotage,2018,28357.5,2766.06,30304.3,-819.26,58,16/03/2021,Joe Fats
Audi,A4,2019,44790.93,3282.79,49250.44,1176.72,89,24/03/2021,Tony Long
Kia,Spotage,2021,40055.12,488.28,38782.93,-1760.47,66,04/03/2021,Jimmy The Fly
